timestamp,profile,pair,strength_gap,consensus_buy_votes,consensus_sell_votes,score_final,passed_threshold,action_taken,reason
2026-09-02 15:41:31,profile4,EURUSD=X,1.3291,0,3,36.2,True,PASS_GATE,FINAL 36.2 >= 15.0
2026-09-02 15:41:31,profile4,AUDUSD=X,1.4615,1,2,38.9,True,PASS_GATE,FINAL 38.9 >= 15.0
2026-09-02 15:41:32,profile4,GBPAUD=X,0.5035,0,3,26.3,True,PASS_GATE,FINAL 26.3 >= 15.0
2026-09-02 15:41:32,profile4,USDCHF=X,1.118,2,1,34.5,True,PASS_GATE,FINAL 34.5 >= 15.0
2026-09-02 15:41:33,profile4,EURGBP=X,0.6359,2,1,36.1,True,PASS_GATE,FINAL 36.1 >= 15.0
2026-09-02 15:56:42,profile4,EURJPY=X,0.4946,0,3,32.6,True,PASS_GATE,FINAL 32.6 >= 15.0
2026-09-02 15:56:42,profile4,AUDUSD=X,1.4615,0,3,38.1,True,PASS_GATE,FINAL 38.1 >= 15.0
2026-09-02 15:56:42,profile4,AUDJPY=X,0.627,0,3,35.3,True,PASS_GATE,FINAL 35.3 >= 15.0
2026-09-02 15:56:43,profile4,EURGBP=X,0.6359,2,1,36.4,True,PASS_GATE,FINAL 36.4 >= 15.0
2026-09-02 15:56:43,profile4,CADJPY=X,0.2835,0,3,29.8,True,PASS_GATE,FINAL 29.8 >= 15.0
2026-09-02 16:11:41,profile4,AUDUSD=X,1.4067,0,3,37.9,True,PASS_GATE,FINAL 37.9 >= 15.0
2026-09-02 16:11:42,profile4,EURGBP=X,0.6131,2,1,37.0,True,PASS_GATE,FINAL 37.0 >= 15.0
2026-09-02 16:26:35,profile4,GBPUSD=X,1.913,0,3,46.3,True,PASS_GATE,FINAL 46.3 >= 15.0
2026-09-02 16:26:35,profile4,GBPAUD=X,0.5063,0,3,33.6,True,PASS_GATE,FINAL 33.6 >= 15.0
2026-09-02 16:26:35,profile4,USDCHF=X,1.0993,2,1,31.5,True,PASS_GATE,FINAL 31.5 >= 15.0
2026-09-02 16:26:36,profile4,EURGBP=X,0.6131,2,1,36.6,True,PASS_GATE,FINAL 36.6 >= 15.0
2026-09-02 16:41:33,profile4,EURUSD=X,1.3,0,3,33.3,True,PASS_GATE,FINAL 33.3 >= 15.0
2026-09-02 16:41:34,profile4,GBPUSD=X,1.913,0,3,45.2,True,PASS_GATE,FINAL 45.2 >= 15.0
2026-09-02 16:41:34,profile4,EURJPY=X,0.4233,0,3,32.5,True,PASS_GATE,FINAL 32.5 >= 15.0
2026-09-02 16:41:34,profile4,GBPAUD=X,0.5063,0,3,34.0,True,PASS_GATE,FINAL 34.0 >= 15.0
2026-09-02 16:41:34,profile4,EURGBP=X,0.6131,2,1,36.0,True,PASS_GATE,FINAL 36.0 >= 15.0
2026-09-02 16:41:35,profile4,CADJPY=X,0.2226,0,3,29.3,True,PASS_GATE,FINAL 29.3 >= 15.0
2026-09-02 16:56:37,profile4,EURUSD=X,1.3,0,3,31.7,True,PASS_GATE,FINAL 31.7 >= 15.0
2026-09-02 16:56:37,profile4,GBPUSD=X,1.913,0,3,41.4,True,PASS_GATE,FINAL 41.4 >= 15.0
2026-09-02 16:56:38,profile4,EURJPY=X,0.4233,0,3,32.6,True,PASS_GATE,FINAL 32.6 >= 15.0
2026-09-02 16:56:38,profile4,GBPAUD=X,0.5063,0,3,35.0,True,PASS_GATE,FINAL 35.0 >= 15.0
2026-09-02 16:56:38,profile4,EURGBP=X,0.6131,2,1,33.8,True,PASS_GATE,FINAL 33.8 >= 15.0
2026-09-02 17:11:41,profile4,EURJPY=X,0.6959,0,3,36.0,True,PASS_GATE,FINAL 36.0 >= 15.0
2026-09-02 17:11:42,profile4,GBPAUD=X,0.0921,0,3,30.3,True,PASS_GATE,FINAL 30.3 >= 15.0
2026-09-02 17:11:42,profile4,EURGBP=X,0.487,2,1,32.2,True,PASS_GATE,FINAL 32.2 >= 15.0
2026-09-02 17:11:42,profile4,NZDUSD=X,1.1059,0,3,32.8,True,PASS_GATE,FINAL 32.8 >= 15.0
2026-09-02 17:26:36,profile4,EURJPY=X,0.6959,0,3,36.1,True,PASS_GATE,FINAL 36.1 >= 15.0
2026-09-02 17:26:37,profile4,GBPAUD=X,0.0921,1,2,33.2,True,PASS_GATE,FINAL 33.2 >= 15.0
2026-09-02 17:26:37,profile4,EURGBP=X,0.487,2,1,31.2,True,PASS_GATE,FINAL 31.2 >= 15.0
2026-09-02 17:26:37,profile4,CADJPY=X,0.4659,0,3,32.5,True,PASS_GATE,FINAL 32.5 >= 15.0
2026-09-02 17:41:33,profile4,EURUSD=X,1.3359,0,3,34.1,True,PASS_GATE,FINAL 34.1 >= 15.0
2026-09-02 17:41:34,profile4,EURJPY=X,0.6959,0,3,36.4,True,PASS_GATE,FINAL 36.4 >= 15.0
2026-09-02 17:41:34,profile4,GBPJPY=X,1.1829,0,3,41.5,True,PASS_GATE,FINAL 41.5 >= 15.0
2026-09-02 17:41:35,profile4,USDJPY=X,0.6399,1,2,36.5,True,PASS_GATE,FINAL 36.5 >= 15.0
2026-09-02 17:41:35,profile4,GBPAUD=X,0.0921,0,3,31.0,True,PASS_GATE,FINAL 31.0 >= 15.0
2026-09-02 17:41:35,profile4,USDCHF=X,1.1059,2,1,37.2,True,PASS_GATE,FINAL 37.2 >= 15.0
2026-09-02 17:41:36,profile4,EURGBP=X,0.487,2,1,31.3,True,PASS_GATE,FINAL 31.3 >= 15.0
2026-09-02 17:56:47,profile4,USDJPY=X,0.6399,1,2,36.6,True,PASS_GATE,FINAL 36.6 >= 15.0
2026-09-02 17:56:47,profile4,GBPAUD=X,0.0921,0,3,29.3,True,PASS_GATE,FINAL 29.3 >= 15.0
2026-09-02 17:56:48,profile4,EURGBP=X,0.487,2,1,31.7,True,PASS_GATE,FINAL 31.7 >= 15.0
2026-09-02 17:56:48,profile4,NZDUSD=X,1.1059,0,3,36.3,True,PASS_GATE,FINAL 36.3 >= 15.0
2026-09-02 18:11:38,profile4,USDJPY=X,0.6647,1,2,36.8,True,PASS_GATE,FINAL 36.8 >= 15.0
2026-09-02 18:11:38,profile4,GBPAUD=X,0.1456,0,3,29.2,True,PASS_GATE,FINAL 29.2 >= 15.0
2026-09-02 18:11:38,profile4,EURGBP=X,0.5252,2,1,33.0,True,PASS_GATE,FINAL 33.0 >= 15.0
2026-09-02 18:26:39,profile4,EURUSD=X,1.3417,0,3,36.1,True,PASS_GATE,FINAL 36.1 >= 15.0
2026-09-02 18:26:39,profile4,EURJPY=X,0.677,0,3,34.4,True,PASS_GATE,FINAL 34.4 >= 15.0
2026-09-02 18:26:40,profile4,USDJPY=X,0.6647,1,2,37.0,True,PASS_GATE,FINAL 37.0 >= 15.0
2026-09-02 18:26:40,profile4,GBPAUD=X,0.1456,0,3,29.0,True,PASS_GATE,FINAL 29.0 >= 15.0
2026-09-02 18:26:40,profile4,CADJPY=X,0.4542,0,3,32.9,True,PASS_GATE,FINAL 32.9 >= 15.0
2026-09-02 18:41:47,profile4,USDJPY=X,0.6647,1,2,37.9,True,PASS_GATE,FINAL 37.9 >= 15.0
2026-09-02 18:41:47,profile4,GBPAUD=X,0.1456,0,3,28.5,True,PASS_GATE,FINAL 28.5 >= 15.0
2026-09-02 18:41:47,profile4,NZDUSD=X,1.1189,0,3,39.8,True,PASS_GATE,FINAL 39.8 >= 15.0
2026-09-02 18:56:36,profile4,USDJPY=X,0.6647,1,2,37.6,True,PASS_GATE,FINAL 37.6 >= 15.0
2026-09-02 18:56:36,profile4,GBPAUD=X,0.1456,0,3,27.9,True,PASS_GATE,FINAL 27.9 >= 15.0
2026-09-02 18:56:37,profile4,EURGBP=X,0.5252,2,1,34.3,True,PASS_GATE,FINAL 34.3 >= 15.0
2026-09-02 19:11:35,profile4,EURJPY=X,0.6195,0,3,32.3,True,PASS_GATE,FINAL 32.3 >= 15.0
2026-09-02 19:11:35,profile4,GBPJPY=X,1.1589,0,3,33.0,True,PASS_GATE,FINAL 33.0 >= 15.0
2026-09-02 19:11:36,profile4,AUDUSD=X,1.7081,0,3,44.1,True,PASS_GATE,FINAL 44.1 >= 15.0
2026-09-02 19:11:36,profile4,USDJPY=X,0.7233,1,2,37.7,True,PASS_GATE,FINAL 37.7 >= 15.0
2026-09-02 19:11:36,profile4,GBPAUD=X,0.1741,0,3,27.5,True,PASS_GATE,FINAL 27.5 >= 15.0
2026-09-02 19:11:36,profile4,CADJPY=X,0.408,0,3,29.5,True,PASS_GATE,FINAL 29.5 >= 15.0
2026-09-02 19:26:34,profile4,GBPUSD=X,1.8822,0,3,44.1,True,PASS_GATE,FINAL 44.1 >= 15.0
2026-09-02 19:26:34,profile4,EURJPY=X,0.6195,0,3,31.7,True,PASS_GATE,FINAL 31.7 >= 15.0
2026-09-02 19:26:35,profile4,AUDUSD=X,1.7081,0,3,44.6,True,PASS_GATE,FINAL 44.6 >= 15.0
2026-09-02 19:26:35,profile4,USDJPY=X,0.7233,1,2,35.8,True,PASS_GATE,FINAL 35.8 >= 15.0
2026-09-02 19:26:36,profile4,GBPAUD=X,0.1741,0,3,26.0,True,PASS_GATE,FINAL 26.0 >= 15.0
2026-09-02 19:26:36,profile4,AUDJPY=X,0.9848,0,3,33.5,True,PASS_GATE,FINAL 33.5 >= 15.0
2026-09-02 19:26:36,profile4,CADJPY=X,0.408,1,2,29.0,True,PASS_GATE,FINAL 29.0 >= 15.0
2026-09-02 19:41:45,profile4,AUDUSD=X,1.7081,0,3,45.1,True,PASS_GATE,FINAL 45.1 >= 15.0
2026-09-02 19:41:46,profile4,AUDJPY=X,0.9848,0,3,32.9,True,PASS_GATE,FINAL 32.9 >= 15.0
2026-09-02 19:56:31,profile4,AUDUSD=X,1.7081,0,3,46.8,True,PASS_GATE,FINAL 46.8 >= 15.0
2026-09-02 19:56:31,profile4,AUDJPY=X,0.9848,1,2,33.1,True,PASS_GATE,FINAL 33.1 >= 15.0
2026-09-02 20:11:40,profile4,EURJPY=X,0.5905,0,3,30.5,True,PASS_GATE,FINAL 30.5 >= 15.0
2026-09-02 20:11:40,profile4,GBPJPY=X,1.1483,0,3,35.1,True,PASS_GATE,FINAL 35.1 >= 15.0
2026-09-02 20:11:41,profile4,AUDUSD=X,1.6294,0,3,47.3,True,PASS_GATE,FINAL 47.3 >= 15.0
2026-09-02 20:11:41,profile4,USDJPY=X,0.7,1,2,32.7,True,PASS_GATE,FINAL 32.7 >= 15.0
2026-09-02 20:11:42,profile4,GBPAUD=X,0.2189,0,3,28.2,True,PASS_GATE,FINAL 28.2 >= 15.0
2026-09-02 20:11:42,profile4,AUDJPY=X,0.9294,0,3,32.0,True,PASS_GATE,FINAL 32.0 >= 15.0
2026-09-02 20:11:43,profile4,CADJPY=X,0.3936,0,3,23.9,True,PASS_GATE,FINAL 23.9 >= 15.0
2026-09-02 20:26:50,profile4,AUDUSD=X,1.6294,0,3,49.8,True,PASS_GATE,FINAL 49.8 >= 15.0
2026-09-02 20:26:50,profile4,AUDJPY=X,0.9294,0,3,33.6,True,PASS_GATE,FINAL 33.6 >= 15.0
2026-09-02 20:41:34,profile4,AUDUSD=X,1.6294,0,3,47.0,True,PASS_GATE,FINAL 47.0 >= 15.0
2026-09-02 20:41:34,profile4,AUDJPY=X,0.9294,0,3,32.6,True,PASS_GATE,FINAL 32.6 >= 15.0
2026-09-02 20:56:33,profile4,EURJPY=X,0.5905,0,3,31.3,True,PASS_GATE,FINAL 31.3 >= 15.0
2026-09-02 20:56:33,profile4,GBPJPY=X,1.1483,0,3,38.6,True,PASS_GATE,FINAL 38.6 >= 15.0
2026-09-02 20:56:34,profile4,AUDUSD=X,1.6294,0,3,49.3,True,PASS_GATE,FINAL 49.3 >= 15.0
2026-09-02 20:56:34,profile4,USDJPY=X,0.7,1,2,35.9,True,PASS_GATE,FINAL 35.9 >= 15.0
2026-09-02 20:56:35,profile4,GBPAUD=X,0.2189,0,3,29.7,True,PASS_GATE,FINAL 29.7 >= 15.0
2026-09-02 20:56:35,profile4,USDCHF=X,1.0937,2,1,43.0,True,PASS_GATE,FINAL 43.0 >= 15.0
2026-09-02 20:56:36,profile4,AUDJPY=X,0.9294,0,3,32.9,True,PASS_GATE,FINAL 32.9 >= 15.0
2026-09-02 20:56:36,profile4,CADJPY=X,0.3936,0,3,21.7,True,PASS_GATE,FINAL 21.7 >= 15.0
